,presapp_foreignstr,guarpr_dpc,guarpr_rpc,envir_gwarm,envir_nuke,envir_drill,envjob_rpc,envjob_dpc,inspre_dpc,inspre_rpc,ineq_incgap_x,ineqinc_ineqreduc,econcand_rwin,econcand_dwin,immigpo_level,immigpo_jobs,immig_policy,milln_milltax_x,iran_nukeinvd,iran_nuksanct,china_econ,war_worthit,war_terror,israel_support,defsppr_dpc,defsppr_rpc,prevote_intpreswho,postvote_presvtwho,prevote_intpresst
4312,1,5.0,5.0,2,1,3,5.0,5.0,7.0,4.0,4.0,-1,3.0,3.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,5.0,5.0,-1.0,-1.0,-1.0
4313,2,3.0,7.0,2,3,2,3.0,1.0,2.0,7.0,5.0,3,3.0,1.0,1.0,2.0,3.0,7.0,2,2,2,2,3,2,6.0,1.0,-1.0,-1.0,-1.0
4314,2,7.0,4.0,1,2,1,4.0,4.0,7.0,4.0,3.0,2,3.0,1.0,2.0,2.0,1.0,7.0,2,3,2,2,2,2,7.0,1.0,1.0,1.0,1.0
4315,2,2.0,6.0,2,2,3,7.0,2.0,1.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,4.0,2,2,2,1,1,2,6.0,2.0,1.0,1.0,1.0
4316,1,4.0,4.0,2,1,3,4.0,4.0,2.0,5.0,5.0,1,1.0,2.0,1.0,4.0,1.0,7.0,3,3,3,1,1,1,4.0,3.0,2.0,-1.0,2.0
4317,1,1.0,7.0,2,2,2,6.0,1.0,1.0,7.0,2.0,2,2.0,1.0,3.0,2.0,3.0,7.0,2,2,2,1,1,2,1.0,7.0,1.0,1.0,2.0
4318,2,3.0,7.0,2,2,1,7.0,3.0,5.0,7.0,5.0,3,3.0,1.0,2.0,1.0,3.0,7.0,1,2,1,2,2,3,6.0,7.0,1.0,1.0,1.0
4319,1,3.0,7.0,2,3,1,7.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,7.0,2,3,1,1,2,2,4.0,5.0,1.0,1.0,1.0
4320,1,3.0,7.0,2,3,2,4.0,3.0,3.0,6.0,5.0,3,2.0,2.0,3.0,1.0,3.0,7.0,2,2,1,1,3,2,4.0,4.0,1.0,1.0,1.0
4321,2,2.0,2.0,2,3,1,7.0,2.0,2.0,5.0,5.0,2,3.0,1.0,2.0,3.0,3.0,4.0,1,3,3,1,3,2,4.0,4.0,5.0,1.0,2.0
4322,-1,2.0,-1.0,1,1,3,-1.0,-1.0,1.0,-1.0,5.0,1,-1.0,3.0,3.0,4.0,1.0,7.0,2,2,1,1,3,-1,-1.0,-1.0,-1.0,-1.0,-1.0
4323,2,1.0,6.0,2,1,3,7.0,2.0,1.0,7.0,5.0,1,3.0,1.0,4.0,2.0,4.0,7.0,1,3,3,1,1,2,2.0,6.0,-1.0,-1.0,-1.0
4324,1,3.0,6.0,1,1,2,4.0,4.0,6.0,4.0,5.0,3,3.0,2.0,3.0,1.0,3.0,4.0,2,2,2,1,2,2,4.0,4.0,-1.0,-1.0,-1.0
4325,2,1.0,7.0,2,1,2,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,3.0,4.0,3.0,6.0,1,1,1,2,1,2,1.0,7.0,1.0,1.0,1.0
4326,1,2.0,7.0,2,1,3,6.0,3.0,4.0,2.0,5.0,2,3.0,2.0,3.0,1.0,3.0,7.0,1,2,2,1,2,2,6.0,2.0,1.0,2.0,1.0
4327,2,1.0,5.0,1,3,3,4.0,1.0,1.0,4.0,4.0,1,1.0,3.0,3.0,2.0,3.0,1.0,1,3,1,1,2,1,1.0,5.0,2.0,-1.0,2.0
4328,1,2.0,7.0,2,1,1,7.0,3.0,3.0,7.0,5.0,3,2.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,3,3,2.0,7.0,5.0,5.0,1.0
4329,2,5.0,3.0,2,2,2,4.0,4.0,4.0,4.0,5.0,1,3.0,2.0,3.0,2.0,1.0,7.0,1,2,2,1,2,2,3.0,5.0,1.0,1.0,1.0
4330,1,2.0,7.0,2,3,3,6.0,2.0,1.0,6.0,5.0,1,3.0,1.0,1.0,4.0,3.0,7.0,3,3,1,1,2,3,4.0,3.0,-1.0,-1.0,-1.0
4331,2,4.0,7.0,2,3,3,5.0,2.0,4.0,5.0,5.0,3,3.0,2.0,3.0,4.0,4.0,7.0,1,3,1,1,3,3,4.0,7.0,1.0,5.0,1.0
4332,2,1.0,6.0,1,3,3,4.0,1.0,2.0,5.0,5.0,2,1.0,3.0,2.0,3.0,1.0,4.0,1,3,1,1,3,1,2.0,5.0,2.0,2.0,1.0
4333,2,4.0,7.0,2,1,3,7.0,4.0,4.0,6.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,1,1,1,1,2,3,4.0,7.0,1.0,1.0,1.0
4334,2,1.0,6.0,1,2,3,6.0,3.0,1.0,3.0,3.0,1,1.0,3.0,3.0,2.0,2.0,6.0,2,3,2,2,1,2,1.0,5.0,2.0,2.0,1.0
4335,2,5.0,5.0,2,3,2,6.0,2.0,1.0,5.0,5.0,1,3.0,1.0,3.0,2.0,2.0,6.0,1,2,3,1,2,2,2.0,6.0,1.0,1.0,2.0
4336,1,4.0,6.0,2,3,2,5.0,2.0,3.0,5.0,5.0,3,2.0,2.0,4.0,2.0,3.0,7.0,1,3,3,1,2,3,3.0,6.0,5.0,5.0,2.0
4337,2,4.0,4.0,2,2,3,4.0,2.0,1.0,5.0,5.0,3,2.0,3.0,1.0,3.0,1.0,7.0,3,2,1,1,3,1,3.0,3.0,-1.0,-1.0,-1.0
4338,1,5.0,6.0,2,1,2,4.0,3.0,3.0,7.0,4.0,1,2.0,2.0,3.0,2.0,3.0,5.0,2,2,-1,2,2,2,5.0,5.0,1.0,1.0,1.0
4339,1,3.0,5.0,2,2,2,4.0,4.0,1.0,6.0,5.0,1,1.0,2.0,1.0,4.0,3.0,6.0,1,3,1,1,2,3,5.0,4.0,2.0,2.0,1.0
4340,2,2.0,6.0,2,1,3,5.0,2.0,1.0,5.0,3.0,1,1.0,3.0,4.0,3.0,1.0,4.0,2,3,1,1,2,2,5.0,5.0,2.0,2.0,1.0
4341,1,5.0,5.0,2,3,3,4.0,3.0,6.0,3.0,3.0,1,1.0,2.0,5.0,4.0,2.0,7.0,3,3,3,2,2,1,2.0,3.0,2.0,2.0,1.0
4342,2,2.0,3.0,1,2,2,4.0,4.0,2.0,6.0,5.0,2,1.0,3.0,1.0,3.0,3.0,4.0,3,2,2,2,2,1,1.0,1.0,2.0,-1.0,1.0
4343,1,4.0,4.0,2,2,3,4.0,4.0,2.0,4.0,5.0,2,2.0,2.0,1.0,4.0,3.0,6.0,2,3,1,1,2,2,5.0,5.0,-1.0,-1.0,-1.0
4344,1,4.0,7.0,2,1,1,7.0,4.0,4.0,7.0,5.0,3,3.0,2.0,4.0,1.0,3.0,7.0,1,3,1,1,2,3,4.0,7.0,1.0,1.0,1.0
4345,2,2.0,7.0,2,1,1,7.0,1.0,3.0,6.0,5.0,3,3.0,1.0,3.0,2.0,2.0,7.0,2,3,1,1,1,2,4.0,7.0,1.0,1.0,1.0
4346,2,2.0,5.0,2,3,3,5.0,2.0,2.0,5.0,5.0,1,1.0,3.0,1.0,2.0,3.0,6.0,1,3,1,1,2,1,3.0,6.0,2.0,2.0,1.0
4347,2,2.0,5.0,2,3,3,7.0,2.0,1.0,5.0,4.0,2,3.0,1.0,4.0,2.0,1.0,4.0,3,1,1,1,2,3,5.0,4.0,1.0,1.0,1.0
4348,2,4.0,2.0,2,1,3,2.0,4.0,2.0,6.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,2,3,3,2,1,2,7.0,1.0,-1.0,-1.0,-1.0
4349,2,2.0,7.0,2,3,1,7.0,2.0,2.0,7.0,5.0,3,1.0,1.0,4.0,1.0,3.0,7.0,1,3,3,1,2,2,3.0,6.0,1.0,1.0,1.0
4350,1,3.0,5.0,2,2,2,3.0,2.0,3.0,4.0,5.0,1,3.0,2.0,3.0,3.0,3.0,7.0,1,2,3,1,2,2,3.0,3.0,-1.0,-1.0,-1.0
4351,2,2.0,6.0,2,3,3,5.0,1.0,1.0,4.0,5.0,2,1.0,3.0,3.0,3.0,1.0,4.0,3,3,1,1,3,1,2.0,6.0,2.0,2.0,1.0
4352,2,2.0,4.0,2,1,1,3.0,5.0,2.0,3.0,5.0,3,1.0,3.0,1.0,4.0,1.0,7.0,2,2,1,1,3,3,4.0,4.0,-1.0,-1.0,-1.0
4353,1,2.0,6.0,2,2,3,4.0,3.0,1.0,6.0,5.0,1,1.0,2.0,1.0,4.0,3.0,6.0,1,3,1,1,3,1,2.0,4.0,2.0,2.0,2.0
4354,2,2.0,4.0,1,3,3,4.0,3.0,3.0,6.0,3.0,2,2.0,2.0,3.0,2.0,1.0,2.0,1,3,2,2,1,2,3.0,4.0,-1.0,-1.0,-1.0
4355,1,4.0,5.0,2,1,2,3.0,3.0,1.0,5.0,5.0,3,1.0,1.0,2.0,3.0,3.0,6.0,1,3,1,1,2,3,3.0,3.0,2.0,-1.0,1.0
4356,2,4.0,6.0,2,3,3,6.0,3.0,4.0,5.0,5.0,2,3.0,1.0,2.0,2.0,2.0,7.0,3,3,2,2,1,2,5.0,4.0,-1.0,-1.0,-1.0
4357,2,6.0,2.0,2,2,3,2.0,7.0,2.0,5.0,4.0,3,1.0,3.0,2.0,2.0,3.0,6.0,2,3,1,1,2,1,2.0,5.0,2.0,2.0,1.0
4358,1,3.0,6.0,1,2,2,4.0,4.0,1.0,5.0,5.0,-1,3.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,3,-1,2.0,6.0,-1.0,-1.0,-1.0
4359,1,1.0,6.0,1,3,2,7.0,1.0,1.0,6.0,3.0,1,1.0,3.0,4.0,1.0,3.0,5.0,1,3,3,1,2,2,5.0,5.0,5.0,2.0,2.0
4360,2,1.0,7.0,2,2,2,7.0,1.0,4.0,7.0,5.0,3,3.0,2.0,2.0,3.0,1.0,7.0,2,3,1,2,2,2,7.0,1.0,1.0,-1.0,1.0
4361,2,4.0,7.0,2,3,2,7.0,4.0,2.0,6.0,5.0,3,3.0,1.0,3.0,2.0,4.0,7.0,1,3,1,1,3,3,4.0,7.0,1.0,1.0,1.0
4362,2,3.0,5.0,1,3,3,6.0,1.0,1.0,6.0,5.0,1,1.0,3.0,3.0,2.0,2.0,1.0,3,3,1,2,1,1,1.0,6.0,2.0,2.0,1.0
4363,1,3.0,6.0,2,3,3,3.0,4.0,4.0,6.0,5.0,3,3.0,2.0,1.0,3.0,3.0,7.0,1,2,1,1,2,2,3.0,5.0,1.0,1.0,2.0
4364,2,5.0,4.0,2,2,3,4.0,4.0,2.0,5.0,5.0,2,2.0,3.0,2.0,2.0,2.0,7.0,1,3,1,1,2,3,5.0,3.0,2.0,2.0,1.0
4365,1,3.0,5.0,2,2,3,6.0,2.0,2.0,6.0,4.0,2,1.0,1.0,3.0,2.0,2.0,6.0,2,3,2,1,1,3,3.0,6.0,5.0,2.0,2.0
4366,2,2.0,6.0,2,3,3,4.0,2.0,1.0,6.0,3.0,1,1.0,3.0,3.0,2.0,3.0,6.0,1,3,1,1,2,1,2.0,4.0,2.0,2.0,1.0
4367,1,1.0,6.0,2,1,1,6.0,1.0,1.0,6.0,5.0,1,2.0,3.0,1.0,3.0,1.0,6.0,1,3,3,1,3,1,3.0,6.0,2.0,2.0,2.0
4368,2,3.0,4.0,2,2,3,2.0,2.0,4.0,6.0,5.0,-1,2.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,1,-1,6.0,4.0,1.0,-1.0,1.0
4369,2,2.0,4.0,2,3,1,5.0,3.0,2.0,3.0,5.0,1,2.0,2.0,1.0,3.0,1.0,1.0,1,1,3,1,2,3,2.0,3.0,5.0,5.0,2.0
4370,1,4.0,7.0,1,2,3,6.0,2.0,3.0,7.0,2.0,1,2.0,1.0,2.0,3.0,3.0,7.0,2,3,3,1,1,2,5.0,6.0,1.0,-1.0,1.0
4371,1,4.0,7.0,2,3,3,7.0,2.0,3.0,7.0,5.0,3,1.0,1.0,1.0,4.0,1.0,7.0,3,3,2,1,1,3,3.0,7.0,-1.0,-1.0,-1.0
4372,1,2.0,6.0,2,1,1,5.0,4.0,2.0,7.0,5.0,3,2.0,2.0,1.0,4.0,3.0,7.0,2,1,1,1,2,1,4.0,5.0,-1.0,-1.0,-1.0
4373,1,1.0,6.0,1,3,3,4.0,2.0,1.0,6.0,5.0,1,1.0,3.0,3.0,2.0,3.0,5.0,3,3,3,2,1,1,4.0,6.0,2.0,2.0,1.0
4374,2,3.0,7.0,2,1,3,5.0,5.0,1.0,7.0,5.0,3,3.0,1.0,2.0,2.0,3.0,7.0,1,1,1,1,1,3,5.0,7.0,-1.0,-1.0,-1.0
4375,1,6.0,6.0,2,2,1,6.0,6.0,6.0,6.0,3.0,1,2.0,2.0,1.0,4.0,3.0,5.0,3,3,3,2,3,2,5.0,5.0,-1.0,-1.0,-1.0
4376,2,2.0,-1.0,2,2,2,-1.0,2.0,3.0,-1.0,5.0,3,-1.0,1.0,3.0,2.0,3.0,6.0,2,2,2,1,2,2,4.0,-1.0,1.0,-1.0,1.0
4377,2,3.0,5.0,2,2,1,6.0,2.0,4.0,4.0,5.0,3,1.0,1.0,5.0,1.0,2.0,7.0,1,3,2,2,1,2,-1.0,-1.0,-1.0,-1.0,-1.0
4378,2,3.0,7.0,2,2,2,1.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,2.0,1.0,4.0,2,2,1,2,3,2,6.0,1.0,-1.0,-1.0,-1.0
4379,2,1.0,6.0,2,3,2,7.0,2.0,1.0,7.0,5.0,3,3.0,1.0,1.0,2.0,3.0,7.0,3,3,1,1,2,2,3.0,6.0,1.0,1.0,1.0
4380,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,3.0,2.0,1.0,7.0,3,3,3,1,2,1,4.0,1.0,1.0,1.0,1.0
4381,2,3.0,7.0,2,1,2,7.0,3.0,1.0,7.0,5.0,2,3.0,1.0,3.0,1.0,4.0,7.0,1,2,2,1,2,3,3.0,6.0,1.0,1.0,1.0
4382,1,2.0,6.0,2,3,3,5.0,1.0,2.0,6.0,3.0,1,1.0,2.0,4.0,1.0,3.0,7.0,2,3,3,1,2,2,2.0,5.0,2.0,2.0,2.0
4383,2,3.0,3.0,1,2,1,3.0,3.0,1.0,5.0,4.0,2,2.0,3.0,3.0,2.0,3.0,7.0,1,3,1,2,2,2,5.0,3.0,2.0,2.0,1.0
4384,2,5.0,2.0,2,2,3,6.0,3.0,5.0,2.0,5.0,3,3.0,1.0,2.0,2.0,3.0,7.0,2,3,1,1,1,2,4.0,2.0,1.0,1.0,1.0
4385,2,5.0,3.0,2,3,3,4.0,4.0,5.0,4.0,4.0,2,1.0,3.0,3.0,4.0,2.0,7.0,2,3,1,1,1,2,3.0,5.0,2.0,2.0,1.0
4386,1,2.0,6.0,2,2,2,6.0,2.0,7.0,2.0,5.0,1,2.0,2.0,2.0,3.0,2.0,7.0,1,3,1,1,2,3,3.0,5.0,2.0,1.0,2.0
4387,1,5.0,3.0,1,1,2,3.0,3.0,1.0,5.0,5.0,3,2.0,3.0,2.0,3.0,3.0,7.0,3,3,2,2,2,2,6.0,4.0,2.0,2.0,2.0
4388,2,2.0,7.0,2,2,3,7.0,3.0,1.0,7.0,2.0,2,3.0,2.0,3.0,2.0,3.0,7.0,2,2,2,1,1,2,3.0,6.0,1.0,-1.0,1.0
4389,2,3.0,3.0,2,2,3,6.0,3.0,5.0,2.0,5.0,2,1.0,1.0,3.0,2.0,3.0,7.0,1,3,1,1,2,3,4.0,3.0,1.0,1.0,2.0
4390,1,4.0,6.0,2,3,3,2.0,2.0,2.0,6.0,5.0,2,2.0,2.0,1.0,3.0,1.0,6.0,1,3,1,1,2,3,4.0,6.0,-1.0,-1.0,-1.0
4391,2,1.0,6.0,2,1,3,5.0,3.0,1.0,3.0,3.0,1,1.0,3.0,5.0,4.0,2.0,2.0,3,3,1,2,1,1,1.0,5.0,2.0,5.0,1.0
4392,1,4.0,6.0,2,2,2,5.0,5.0,4.0,1.0,4.0,-1,2.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,1,-1,6.0,7.0,2.0,-1.0,1.0
4393,1,2.0,6.0,2,3,3,5.0,2.0,1.0,6.0,5.0,1,2.0,3.0,3.0,2.0,2.0,1.0,1,3,2,1,3,3,2.0,6.0,-1.0,-1.0,-1.0
4394,1,3.0,7.0,2,1,2,7.0,1.0,2.0,7.0,4.0,2,1.0,1.0,4.0,2.0,3.0,7.0,1,3,3,1,2,3,3.0,5.0,1.0,1.0,1.0
4395,2,3.0,4.0,2,2,2,5.0,2.0,2.0,5.0,5.0,2,1.0,3.0,2.0,3.0,1.0,7.0,3,3,2,1,3,3,5.0,3.0,-1.0,-1.0,-1.0
4396,2,5.0,6.0,2,2,3,4.0,4.0,1.0,4.0,5.0,1,2.0,2.0,3.0,1.0,2.0,4.0,2,3,1,2,2,2,4.0,4.0,5.0,5.0,2.0
4397,2,1.0,6.0,1,2,3,7.0,1.0,1.0,7.0,4.0,1,1.0,3.0,3.0,2.0,1.0,1.0,3,3,1,2,2,1,1.0,7.0,2.0,2.0,1.0
4398,2,3.0,5.0,2,1,3,5.0,2.0,2.0,5.0,4.0,2,2.0,3.0,2.0,1.0,3.0,6.0,1,3,1,1,3,1,3.0,5.0,2.0,2.0,2.0
4399,1,2.0,6.0,2,3,1,6.0,2.0,3.0,6.0,5.0,3,2.0,2.0,4.0,1.0,4.0,6.0,1,1,2,1,3,3,2.0,6.0,1.0,1.0,1.0
4400,1,1.0,3.0,2,2,3,6.0,2.0,1.0,2.0,5.0,2,2.0,2.0,3.0,2.0,3.0,7.0,3,3,3,1,1,1,5.0,7.0,2.0,-1.0,2.0
4401,2,4.0,4.0,2,1,3,5.0,3.0,1.0,5.0,4.0,2,1.0,3.0,1.0,3.0,3.0,4.0,1,2,1,2,2,1,3.0,5.0,2.0,-1.0,1.0
4402,1,2.0,6.0,1,2,3,4.0,3.0,3.0,6.0,3.0,1,1.0,2.0,3.0,3.0,2.0,4.0,2,3,1,1,3,2,3.0,3.0,2.0,2.0,1.0
4403,2,1.0,1.0,2,2,2,4.0,3.0,1.0,7.0,4.0,1,1.0,1.0,3.0,2.0,3.0,6.0,3,3,2,1,1,2,1.0,7.0,1.0,1.0,2.0
4404,1,2.0,6.0,2,3,3,5.0,2.0,2.0,4.0,4.0,1,1.0,3.0,3.0,2.0,2.0,7.0,1,2,2,1,1,1,3.0,6.0,2.0,2.0,1.0
4405,1,2.0,2.0,2,2,2,4.0,4.0,1.0,7.0,5.0,3,2.0,3.0,2.0,2.0,1.0,4.0,1,3,1,1,1,2,3.0,4.0,2.0,2.0,1.0
4406,1,4.0,4.0,2,1,2,4.0,4.0,6.0,4.0,3.0,-1,2.0,2.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,1,3,-1,4.0,4.0,-1.0,-1.0,-1.0
4407,2,1.0,6.0,1,3,3,5.0,1.0,1.0,4.0,3.0,-1,1.0,3.0,-1.0,-1.0,2.0,-1.0,-1,-1,-1,1,3,-1,1.0,4.0,2.0,-1.0,1.0
4408,2,3.0,7.0,2,3,2,7.0,2.0,1.0,7.0,5.0,3,3.0,1.0,5.0,1.0,4.0,7.0,1,3,3,1,3,3,4.0,7.0,-1.0,-1.0,-1.0
4409,1,3.0,3.0,2,1,2,4.0,3.0,2.0,6.0,5.0,3,1.0,1.0,3.0,2.0,2.0,7.0,3,3,1,2,1,3,5.0,5.0,1.0,1.0,1.0
4410,2,4.0,7.0,2,3,3,6.0,3.0,3.0,7.0,5.0,3,1.0,1.0,5.0,1.0,4.0,7.0,1,3,3,1,3,2,3.0,7.0,5.0,5.0,2.0
4411,2,7.0,2.0,2,2,3,5.0,2.0,1.0,4.0,4.0,3,1.0,2.0,2.0,3.0,3.0,6.0,1,3,1,1,3,3,6.0,4.0,2.0,2.0,1.0
4412,1,5.0,2.0,2,2,3,3.0,4.0,2.0,5.0,5.0,2,1.0,3.0,3.0,2.0,3.0,7.0,1,3,1,2,3,3,3.0,5.0,2.0,2.0,2.0
4413,2,4.0,4.0,2,1,2,4.0,4.0,4.0,4.0,3.0,2,1.0,1.0,3.0,2.0,2.0,7.0,1,3,2,1,2,2,4.0,4.0,-1.0,-1.0,-1.0
4414,1,4.0,4.0,2,1,2,4.0,4.0,4.0,4.0,5.0,2,2.0,2.0,3.0,2.0,3.0,4.0,1,2,1,2,2,2,5.0,3.0,1.0,2.0,1.0
4415,2,1.0,7.0,1,3,3,6.0,1.0,1.0,5.0,5.0,-1,1.0,3.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,1.0,6.0,2.0,-1.0,1.0
4416,1,2.0,7.0,2,2,3,6.0,2.0,3.0,4.0,3.0,3,3.0,1.0,2.0,3.0,3.0,7.0,2,3,1,1,2,2,5.0,4.0,1.0,-1.0,1.0
4417,2,3.0,6.0,1,1,3,5.0,3.0,2.0,6.0,5.0,3,2.0,1.0,3.0,2.0,2.0,6.0,1,2,1,1,2,3,5.0,5.0,1.0,1.0,1.0
4418,2,2.0,6.0,2,3,3,6.0,2.0,6.0,2.0,5.0,3,3.0,2.0,1.0,3.0,1.0,7.0,3,3,1,1,2,3,6.0,2.0,5.0,1.0,1.0
4419,2,1.0,6.0,2,3,3,6.0,1.0,1.0,6.0,4.0,2,1.0,3.0,3.0,2.0,3.0,6.0,1,3,3,1,3,2,2.0,6.0,2.0,2.0,1.0
4420,2,4.0,7.0,2,1,1,7.0,1.0,3.0,7.0,5.0,3,3.0,1.0,2.0,1.0,3.0,7.0,1,3,1,1,3,2,3.0,7.0,1.0,1.0,1.0
4421,1,3.0,6.0,2,3,3,5.0,3.0,2.0,5.0,5.0,2,1.0,1.0,2.0,1.0,3.0,7.0,1,3,1,1,1,3,3.0,6.0,2.0,2.0,1.0
4422,1,3.0,6.0,2,1,3,4.0,4.0,2.0,4.0,2.0,1,2.0,3.0,3.0,3.0,2.0,7.0,1,3,3,1,2,2,3.0,4.0,2.0,2.0,2.0
4423,1,3.0,7.0,2,3,2,7.0,4.0,4.0,6.0,4.0,2,3.0,1.0,3.0,1.0,3.0,7.0,1,3,3,1,2,2,4.0,4.0,1.0,1.0,1.0
4424,2,4.0,6.0,2,1,2,5.0,5.0,5.0,6.0,2.0,2,3.0,1.0,1.0,1.0,3.0,7.0,2,2,2,1,2,2,7.0,1.0,-1.0,1.0,-1.0
4425,2,2.0,3.0,2,2,3,4.0,3.0,3.0,4.0,5.0,-1,3.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,2.0,6.0,-1.0,-1.0,-1.0
4426,2,1.0,6.0,1,3,3,5.0,1.0,1.0,5.0,4.0,1,1.0,3.0,2.0,2.0,1.0,5.0,2,3,1,1,3,1,2.0,4.0,2.0,2.0,1.0
4427,1,2.0,6.0,2,3,3,3.0,2.0,1.0,4.0,5.0,1,1.0,1.0,3.0,2.0,2.0,4.0,2,3,1,2,2,1,2.0,4.0,2.0,-1.0,2.0
4428,1,4.0,6.0,2,2,3,6.0,5.0,4.0,3.0,4.0,2,2.0,2.0,2.0,2.0,3.0,6.0,2,2,1,1,2,3,4.0,5.0,-1.0,-1.0,-1.0
4429,2,1.0,7.0,1,2,3,7.0,1.0,1.0,7.0,4.0,1,1.0,3.0,1.0,3.0,1.0,1.0,1,3,1,1,3,1,3.0,4.0,2.0,2.0,1.0
4430,2,3.0,7.0,2,2,1,4.0,2.0,5.0,7.0,5.0,2,3.0,2.0,1.0,2.0,3.0,7.0,2,3,1,1,2,2,5.0,3.0,1.0,1.0,2.0
4431,1,4.0,4.0,2,1,1,4.0,5.0,3.0,4.0,5.0,3,3.0,3.0,1.0,3.0,1.0,7.0,2,3,1,1,3,1,7.0,5.0,-1.0,5.0,-1.0
4432,1,2.0,3.0,1,2,2,4.0,4.0,3.0,3.0,5.0,3,2.0,3.0,1.0,3.0,3.0,7.0,2,2,2,1,2,2,5.0,4.0,-1.0,-1.0,-1.0
4433,2,3.0,7.0,2,2,2,4.0,4.0,1.0,7.0,5.0,1,2.0,1.0,2.0,4.0,3.0,7.0,1,3,1,1,2,3,4.0,4.0,1.0,1.0,1.0
4434,2,1.0,1.0,2,2,2,1.0,1.0,1.0,1.0,3.0,2,2.0,2.0,3.0,1.0,4.0,4.0,2,2,1,1,2,1,1.0,1.0,-1.0,2.0,-1.0
4435,2,1.0,6.0,2,3,3,6.0,6.0,1.0,7.0,5.0,3,1.0,3.0,1.0,4.0,1.0,7.0,1,3,1,1,2,1,2.0,6.0,2.0,2.0,1.0
4436,2,4.0,7.0,2,1,2,4.0,3.0,4.0,7.0,5.0,2,3.0,1.0,2.0,3.0,3.0,7.0,2,3,3,1,1,2,3.0,6.0,1.0,1.0,1.0
4437,2,3.0,4.0,1,1,3,4.0,4.0,2.0,5.0,4.0,1,1.0,3.0,3.0,2.0,2.0,6.0,2,2,1,1,2,2,6.0,3.0,2.0,-1.0,1.0
4438,1,4.0,1.0,2,1,2,4.0,3.0,3.0,1.0,4.0,2,3.0,2.0,1.0,2.0,3.0,7.0,2,3,1,1,2,1,5.0,3.0,1.0,1.0,1.0
4439,2,2.0,6.0,2,2,3,5.0,3.0,6.0,7.0,5.0,2,3.0,2.0,2.0,3.0,3.0,6.0,2,3,3,1,3,2,5.0,2.0,1.0,1.0,2.0
4440,1,4.0,7.0,2,1,3,4.0,5.0,4.0,1.0,4.0,2,3.0,1.0,3.0,2.0,3.0,6.0,1,3,1,1,3,2,6.0,4.0,1.0,1.0,1.0
4441,2,1.0,4.0,1,3,1,4.0,6.0,7.0,3.0,1.0,1,2.0,3.0,1.0,3.0,3.0,7.0,3,3,3,1,2,2,6.0,3.0,5.0,2.0,1.0
4442,2,1.0,7.0,2,2,2,7.0,1.0,5.0,1.0,4.0,2,3.0,1.0,3.0,2.0,3.0,7.0,1,3,1,2,1,2,6.0,1.0,1.0,1.0,1.0
4443,1,2.0,5.0,1,2,3,5.0,3.0,1.0,7.0,5.0,3,1.0,2.0,1.0,4.0,3.0,7.0,2,3,1,1,2,2,3.0,5.0,2.0,2.0,2.0
4444,1,2.0,4.0,2,2,3,5.0,2.0,2.0,5.0,4.0,1,1.0,2.0,2.0,2.0,2.0,6.0,1,2,2,1,3,2,3.0,6.0,2.0,2.0,1.0
4445,2,2.0,6.0,2,3,3,6.0,1.0,1.0,5.0,4.0,1,1.0,3.0,4.0,2.0,3.0,5.0,1,3,1,1,2,2,3.0,6.0,2.0,2.0,1.0
4446,1,2.0,5.0,2,2,3,3.0,3.0,2.0,6.0,5.0,2,1.0,2.0,1.0,3.0,3.0,7.0,1,3,3,1,3,1,5.0,3.0,2.0,2.0,1.0
4447,2,3.0,6.0,1,2,3,6.0,2.0,1.0,7.0,5.0,3,3.0,1.0,3.0,4.0,3.0,7.0,1,3,2,2,1,2,7.0,2.0,-1.0,-1.0,-1.0
4448,2,1.0,4.0,2,1,2,4.0,1.0,7.0,4.0,4.0,2,3.0,1.0,5.0,4.0,1.0,7.0,3,2,2,1,2,2,7.0,4.0,1.0,1.0,1.0
4449,2,2.0,5.0,1,3,3,6.0,1.0,1.0,5.0,3.0,1,1.0,3.0,3.0,2.0,3.0,2.0,1,1,1,1,2,2,2.0,4.0,2.0,2.0,1.0
4450,2,6.0,4.0,2,3,2,5.0,5.0,4.0,2.0,5.0,1,3.0,1.0,2.0,2.0,2.0,7.0,1,2,2,1,3,3,7.0,3.0,1.0,1.0,1.0
